review_id,asin,review_text,review_score
9d653595-a7a6-437f-924e-aff102a8a963,B007ZN5ATQ,Pressure Sensor: The product very disappointing. I faced problems related to pressure sensor and overall it did not meet expectations.,1
a8c66bc2-337c-4804-847b-81363fff6814,B007ZN5ATQ,Toothbrush Holder / Dock: The product stopped working quickly. I faced problems related to toothbrush holder / dock and overall it did not meet expectations.,1
e7ee5c2e-ef77-45a5-b10f-6d4eb16ad2b0,B007ZN5ATQ,Indicator Lights & Display: The product serious issues. I faced problems related to indicator lights & display and overall it did not meet expectations.,1
bb1cfc7c-62ed-4e3c-ab0c-1312867a83f0,B007ZN5ATQ,Price & Value: The product not worth buying. I faced problems related to price & value and overall it did not meet expectations.,1
c3ed1c2f-a45d-44b8-a85f-cf95714d5da8,B007ZN5ATQ,Brush Head: The product poor experience. I faced problems related to brush head and overall it did not meet expectations.,1
4257156e-f9aa-453d-b55b-54c41ee41494,B007ZN5ATQ,Pressure Sensor: The product stopped working quickly. I faced problems related to pressure sensor and overall it did not meet expectations.,1
1bf1fe8d-7c5c-48cb-abc8-c4dcb8a9497a,B007ZN5ATQ,Cleaning Performance & Oral Health: The product stopped working quickly. I faced problems related to cleaning performance & oral health and overall it did not meet expectations.,1
5f295eb1-8a5a-4e8b-b426-0113ce97306e,B007ZN5ATQ,Indicator Lights & Display: The product not worth buying. I faced problems related to indicator lights & display and overall it did not meet expectations.,1
8cbea26f-16e4-4af1-b06d-bb51bbed904c,B007ZN5ATQ,Support & Maintenance: The product serious issues. I faced problems related to support & maintenance and overall it did not meet expectations.,1
94847031-a37e-4328-a7fd-9f6e39ac8a77,B007ZN5ATQ,Accessories & Adapter: The product very disappointing. I faced problems related to accessories & adapter and overall it did not meet expectations.,1
9fede650-3529-4ef1-984a-4a22d6fd09c7,B007ZN5ATQ,Pressure Sensor: The product serious issues. I faced problems related to pressure sensor and overall it did not meet expectations.,1
3ce30d69-6294-4815-9363-8a3bba1eb453,B007ZN5ATQ,Packaging & Delivery: The product stopped working quickly. I faced problems related to packaging & delivery and overall it did not meet expectations.,1
e8920e1f-25d0-4111-a97f-43b7a272cfa1,B007VXJK6E,Product Type & Brand: The product stopped working quickly. I faced problems related to product type & brand and overall it did not meet expectations.,1
342b4ad3-11d4-45ae-b03d-dd21e1fe2fe2,B007VXJK6E,Support & Maintenance: The product serious issues. I faced problems related to support & maintenance and overall it did not meet expectations.,1
f30eb1ff-cf8d-468b-98d2-f7c3423c5d18,B007VXJK6E,Bathroom & Counter Space: The product poor experience. I faced problems related to bathroom & counter space and overall it did not meet expectations.,1
f4f56318-b985-497a-9733-347483c34c44,B007VXJK6E,Bathroom & Counter Space: The product very disappointing. I faced problems related to bathroom & counter space and overall it did not meet expectations.,1
ecb059b7-de4f-469a-9974-cb405c7a9d08,B003UKM9CO,Indicator Lights & Display: The product very disappointing. I faced problems related to indicator lights & display and overall it did not meet expectations.,1
921c23a0-f06a-450b-b34d-ac970ac63046,B003UKM9CO,Price & Value: The product poor experience. I faced problems related to price & value and overall it did not meet expectations.,1
79a7c95c-5ea2-4583-a2d9-fce439ed34f6,B003UKM9CO,Toothbrush Holder / Dock: The product very disappointing. I faced problems related to toothbrush holder / dock and overall it did not meet expectations.,1
57e9e321-b7b8-425c-a379-826ddae86d18,B003UKM9CO,"Noise, Feel & Sensation: The product not worth buying. I faced problems related to noise, feel & sensation and overall it did not meet expectations.",1
556f0104-e9f7-4616-ae26-6bfad5028c8c,B003UKM9CO,Product Type & Brand: The product very disappointing. I faced problems related to product type & brand and overall it did not meet expectations.,1
70c0c081-b8a7-40bc-9ae8-9cf5d39c603a,B003UKM9CO,Support & Maintenance: The product serious issues. I faced problems related to support & maintenance and overall it did not meet expectations.,1
998471b0-2816-469c-a290-103e34d7a236,B003UKM9CO,Cleaning Performance & Oral Health: The product serious issues. I faced problems related to cleaning performance & oral health and overall it did not meet expectations.,1
a440d50c-ba19-4b50-9a52-61547c7237ca,B003UKM9CO,Indicator Lights & Display: The product very disappointing. I faced problems related to indicator lights & display and overall it did not meet expectations.,1
a6e06bba-c692-4904-a1b2-3ada1a23a8ff,B003UKM9CO,Bathroom & Counter Space: The product serious issues. I faced problems related to bathroom & counter space and overall it did not meet expectations.,1
e6200628-f9a9-49f7-8f99-f5e99b99279e,B003UKM9CO,Timer & Pacing: The product not worth buying. I faced problems related to timer & pacing and overall it did not meet expectations.,1
ccf7ac88-001e-4474-8d65-b789da6cf4f7,B003UKM9CO,Support & Maintenance: The product stopped working quickly. I faced problems related to support & maintenance and overall it did not meet expectations.,1
5d23aa9f-4dc9-4503-ae91-3dfc9b8b9ecf,B003UKM9CO,Bathroom & Counter Space: The product not worth buying. I faced problems related to bathroom & counter space and overall it did not meet expectations.,1
00abb1fe-da76-475b-b3f7-66497138858d,B003UKM9CO,Pressure Sensor: The product stopped working quickly. I faced problems related to pressure sensor and overall it did not meet expectations.,1
a2eab49e-8c6a-4309-9395-d949d0d10484,B003UKM9CO,Timer & Pacing: The product not worth buying. I faced problems related to timer & pacing and overall it did not meet expectations.,1
4807f637-6258-4e36-a4d2-a1bf5077cde2,B003UKM9CO,Indicator Lights & Display: The product very disappointing. I faced problems related to indicator lights & display and overall it did not meet expectations.,1
2e2f6254-97c5-446e-960e-908239258263,B003UKM9CO,Price & Value: The product serious issues. I faced problems related to price & value and overall it did not meet expectations.,1
c4a18c42-dbb9-4a62-a715-3c98a160bdfa,B003UKM9CO,Indicator Lights & Display: The product serious issues. I faced problems related to indicator lights & display and overall it did not meet expectations.,1
1e1757e2-8441-4ced-8509-e9752f00b625,B003UKM9CO,Accessories & Adapter: The product very disappointing. I faced problems related to accessories & adapter and overall it did not meet expectations.,1
5fa3d951-fb3e-491a-9eb6-46111467ad57,B003UKM9CO,Accessories & Adapter: The product poor experience. I faced problems related to accessories & adapter and overall it did not meet expectations.,1
d5d316e8-3915-4ba7-8ba5-caabd571647f,B003UKM9CO,Accessories & Adapter: The product poor experience. I faced problems related to accessories & adapter and overall it did not meet expectations.,1
d70fa4b6-96f8-48ea-807b-1af5688de530,B003UKM9CO,"Noise, Feel & Sensation: The product poor experience. I faced problems related to noise, feel & sensation and overall it did not meet expectations.",1
25a75273-cedc-49ae-9d38-22226ce63360,B007ZN5ATQ,"Noise, Feel & Sensation: The product stopped working quickly. I faced problems related to noise, feel & sensation and overall it did not meet expectations.",1
af73978f-8c1f-4fae-8f72-c20ef62a46e5,B007ZN5ATQ,Case & Storage: The product poor experience. I faced problems related to case & storage and overall it did not meet expectations.,1
dbceec75-671d-4214-96ef-ec9f90a7df84,B007ZN5ATQ,Handle & Body: The product stopped working quickly. I faced problems related to handle & body and overall it did not meet expectations.,1
06396234-155c-467e-ab01-f1f803fc5001,B007ZN5ATQ,Physical Design & Build: The product stopped working quickly. I faced problems related to physical design & build and overall it did not meet expectations.,1
f00e318b-51d7-4283-af91-18273adff6b9,B007ZN5ATQ,Packaging & Delivery: The product not worth buying. I faced problems related to packaging & delivery and overall it did not meet expectations.,1
bc73e6f6-fcdc-4387-a190-eea7eabc724f,B007ZN5ATQ,Indicator Lights & Display: The product could be better. I faced problems related to indicator lights & display and overall it did not meet expectations.,2
1e3a8f35-b989-4da8-8839-3e04be8d2258,B007ZN5ATQ,Modes & Settings: The product below expectations. I faced problems related to modes & settings and overall it did not meet expectations.,2
cd6504e1-35c7-4eb9-88f8-7b118b4a94e5,B007ZN5ATQ,Cleaning Performance & Oral Health: The product below expectations. I faced problems related to cleaning performance & oral health and overall it did not meet expectations.,2
12a56068-3d59-4c9a-9963-4a43ac1c99af,B007ZN5ATQ,"Noise, Feel & Sensation: The product not great. I faced problems related to noise, feel & sensation and overall it did not meet expectations.",2
b0ea98b2-4d8b-4b86-b5be-64741c445bda,B007ZN5ATQ,Accessories & Adapter: The product mixed experience. I faced problems related to accessories & adapter and overall it did not meet expectations.,2
f2d1945d-b18e-4e86-b477-4bf4abfdb755,B007ZN5ATQ,Physical Design & Build: The product could be better. I faced problems related to physical design & build and overall it did not meet expectations.,2
06a05877-51ba-44e0-8fac-a6453ae45b2a,B007ZN5ATQ,Bathroom & Counter Space: The product mixed experience. I faced problems related to bathroom & counter space and overall it did not meet expectations.,2
9fd8dff1-7ffd-4a3c-a072-b5e8ec0b150d,B007ZN5ATQ,Modes & Settings: The product could be better. I faced problems related to modes & settings and overall it did not meet expectations.,2
46029955-a82f-4ecc-b389-a8662d3e15b0,B007ZN5ATQ,Handle & Body: The product could be better. I faced problems related to handle & body and overall it did not meet expectations.,2
564afdbc-100e-4b13-be63-1eebce7df34d,B007ZN5ATQ,Physical Design & Build: The product mixed experience. I faced problems related to physical design & build and overall it did not meet expectations.,2
16555199-c848-4036-aee3-2ad3a0e183e4,B007ZN5ATQ,Cleaning Performance & Oral Health: The product mixed experience. I faced problems related to cleaning performance & oral health and overall it did not meet expectations.,2
06817c51-44d0-4e1b-8a0d-5c91b5cbdbbd,B007ZN5ATQ,Handle & Body: The product could be better. I faced problems related to handle & body and overall it did not meet expectations.,2
16ac835b-1d73-449e-a806-3d85d8dfc243,B007ZN5ATQ,Product Type & Brand: The product has issues. I faced problems related to product type & brand and overall it did not meet expectations.,2
6c91a8ae-88a6-460f-a41b-a817043810d1,B007ZN5ATQ,Power & Motor Charging System: The product mixed experience. I faced problems related to power & motor charging system and overall it did not meet expectations.,2
7527f1af-919e-4de8-a73c-e23f1dc1397e,B007ZN5ATQ,Indicator Lights & Display: The product below expectations. I faced problems related to indicator lights & display and overall it did not meet expectations.,2
31a68d17-ab9d-4afa-a782-8eec204df399,B007ZN5ATQ,Brush Head: The product below expectations. I faced problems related to brush head and overall it did not meet expectations.,2
fbcc37a6-a42a-4c16-9566-163b6a3ca10d,B007ZN5ATQ,Indicator Lights & Display: The product not great. I faced problems related to indicator lights & display and overall it did not meet expectations.,2
f470a01e-8363-4055-a7f1-fabffbb3628f,B007ZN5ATQ,Modes & Settings: The product has issues. I faced problems related to modes & settings and overall it did not meet expectations.,2
e0d7045c-7b0a-4dd8-a301-6def14107c0c,B007ZN5ATQ,Timer & Pacing: The product below expectations. I faced problems related to timer & pacing and overall it did not meet expectations.,2
f3dbdfbc-1ff4-404f-98a0-905b70bfde0e,B007ZN5ATQ,Bathroom & Counter Space: The product not great. I faced problems related to bathroom & counter space and overall it did not meet expectations.,2
9618d720-f479-49d3-b4df-c10180732ca0,B007ZN5ATQ,Case & Storage: The product mixed experience. I faced problems related to case & storage and overall it did not meet expectations.,2
dff19338-e166-45f1-b670-f21bc0985a78,B007VXJK6E,Physical Design & Build: The product mixed experience. I faced problems related to physical design & build and overall it did not meet expectations.,2
e4601afc-55a9-47d8-959f-7c63b4316a60,B007VXJK6E,Brush Head: The product not great. I faced problems related to brush head and overall it did not meet expectations.,2
8c0ce6a1-58eb-419e-ba10-9ee649c5ba4d,B007VXJK6E,"Noise, Feel & Sensation: The product below expectations. I faced problems related to noise, feel & sensation and overall it did not meet expectations.",2
efd566b5-bb39-4d79-af39-ad6f1d45550f,B007VXJK6E,Toothbrush Holder / Dock: The product below expectations. I faced problems related to toothbrush holder / dock and overall it did not meet expectations.,2
0346981c-7422-49b8-bff9-d55d9bb95428,B007VXJK6E,Cleaning Performance & Oral Health: The product below expectations. I faced problems related to cleaning performance & oral health and overall it did not meet expectations.,2
6dc3b404-6562-4713-92d0-8a87af83f7a7,B007VXJK6E,Product Type & Brand: The product mixed experience. I faced problems related to product type & brand and overall it did not meet expectations.,2
cd608803-fab5-48ea-95f9-f123b2f6a493,B007VXJK6E,Brush Head: The product not great. I faced problems related to brush head and overall it did not meet expectations.,2
120dffaf-840e-4bfb-89e9-85be6ee0c6b5,B007VXJK6E,Smart & App Features: The product not great. I faced problems related to smart & app features and overall it did not meet expectations.,2
0697d29f-6f7b-449e-b847-1211ef6a44d0,B007VXJK6E,Cleaning Performance & Oral Health: The product below expectations. I faced problems related to cleaning performance & oral health and overall it did not meet expectations.,2
871364da-b0ca-4ee2-a645-0a5d5f311ddc,B007VXJK6E,Bathroom & Counter Space: The product not great. I faced problems related to bathroom & counter space and overall it did not meet expectations.,2
687edb24-9aea-4a2f-b997-bea6f22eb124,B007VXJK6E,Toothbrush Holder / Dock: The product not great. I faced problems related to toothbrush holder / dock and overall it did not meet expectations.,2
58e939a5-03e8-44d5-a5ce-9ad36534ef20,B007VXJK6E,Packaging & Delivery: The product could be better. I faced problems related to packaging & delivery and overall it did not meet expectations.,2
a660db4a-697b-44fc-b64b-12a597fc7437,B007VXJK6E,Handle & Body: The product has issues. I faced problems related to handle & body and overall it did not meet expectations.,2
ecbdce00-616d-4822-b3f9-a7180b8d37fe,B007VXJK6E,Bathroom & Counter Space: The product below expectations. I faced problems related to bathroom & counter space and overall it did not meet expectations.,2
5caaaf5b-0aa5-4f6f-b2c6-497800a88c21,B007VXJK6E,Brush Head: The product below expectations. I faced problems related to brush head and overall it did not meet expectations.,2
b9f52fd0-b8a0-4ca9-9c63-240fcf6b2a7c,B007VXJK6E,Power & Motor Charging System: The product below expectations. I faced problems related to power & motor charging system and overall it did not meet expectations.,2
85683310-0c79-4800-8eab-70d0532a01c1,B007VXJK6E,Power & Motor Charging System: The product below expectations. I faced problems related to power & motor charging system and overall it did not meet expectations.,2
be6947a3-f32d-47c7-8830-afae51034a39,B003UKM9CO,Toothbrush Holder / Dock: The product could be better. I faced problems related to toothbrush holder / dock and overall it did not meet expectations.,2
78ac0f83-e65e-418f-a682-3934c3025e03,B003UKM9CO,Physical Design & Build: The product could be better. I faced problems related to physical design & build and overall it did not meet expectations.,2
04cf4e66-68e8-4c01-bf3b-c609a81df6a1,B003UKM9CO,Case & Storage: The product not great. I faced problems related to case & storage and overall it did not meet expectations.,2
1a6a551c-0d86-4056-8a93-f169d0306a8e,B003UKM9CO,Modes & Settings: The product not great. I faced problems related to modes & settings and overall it did not meet expectations.,2
9754ce34-e9d1-4b63-81be-686b55c3770a,B003UKM9CO,Handle & Body: The product mixed experience. I faced problems related to handle & body and overall it did not meet expectations.,2
ca43dd94-2701-4615-9cf1-9e403b7c2334,B003UKM9CO,Product Type & Brand: The product could be better. I faced problems related to product type & brand and overall it did not meet expectations.,2
88e1869f-7652-4774-ad5a-d934d4a77181,B003UKM9CO,Packaging & Delivery: The product could be better. I faced problems related to packaging & delivery and overall it did not meet expectations.,2
ecec3bb3-9ede-456d-b91c-875acf79404c,B003UKM9CO,Case & Storage: The product below expectations. I faced problems related to case & storage and overall it did not meet expectations.,2
217a7b25-c7bf-4bd0-92f0-ff568c0d09fe,B003UKM9CO,Indicator Lights & Display: The product not great. I faced problems related to indicator lights & display and overall it did not meet expectations.,2
60c84be1-36c5-4eef-b16c-e6db3fae1ca9,B003UKM9CO,Product Type & Brand: The product mixed experience. I faced problems related to product type & brand and overall it did not meet expectations.,2
0e66ff1f-4bb5-4851-8485-7a394ff390d1,B003UKM9CO,Modes & Settings: The product below expectations. I faced problems related to modes & settings and overall it did not meet expectations.,2
58c3bea4-bec3-404c-9029-befbd0e81654,B003UKM9CO,Product Type & Brand: The product not great. I faced problems related to product type & brand and overall it did not meet expectations.,2
dd74e49e-9440-474a-b958-003c91819ba0,B003UKM9CO,Smart & App Features: The product okay product. I faced problems related to smart & app features and overall it did not meet expectations.,3
78578da6-3e2e-4935-87f8-03d556176343,B003UKM9CO,Handle & Body: The product decent but flawed. I faced problems related to handle & body and overall it did not meet expectations.,3
b32d0582-4b21-441c-a9d5-31d47a686100,B003UKM9CO,Product Type & Brand: The product works but not impressive. I faced problems related to product type & brand and overall it did not meet expectations.,3
905eafa7-88f6-4245-bc65-64f2d518f544,B003UKM9CO,Indicator Lights & Display: The product moderate quality. I faced problems related to indicator lights & display and overall it did not meet expectations.,3
fe16526d-8e82-4dff-9450-21d0172235e8,B003UKM9CO,Product Type & Brand: The product okay product. I faced problems related to product type & brand and overall it did not meet expectations.,3
711aa49e-de20-44ef-a022-16430efb349b,B003UKM9CO,Physical Design & Build: The product decent but flawed. I faced problems related to physical design & build and overall it did not meet expectations.,3
7df60f28-c1ec-41c2-8239-3ccc66d59a60,B003UKM9CO,Indicator Lights & Display: The product okay product. I faced problems related to indicator lights & display and overall it did not meet expectations.,3
d2cff14c-283d-40b4-82e0-6a85fb4f49a7,B003UKM9CO,Price & Value: The product average performance. I faced problems related to price & value and overall it did not meet expectations.,3
fe9c9a71-2355-4ea1-834f-cbeacf363829,B003UKM9CO,Toothbrush Holder / Dock: The product average performance. I faced problems related to toothbrush holder / dock and overall it did not meet expectations.,3
bc189c8a-b520-4db2-af20-9eb47e917dbe,B003UKM9CO,"Noise, Feel & Sensation: The product works but not impressive. I faced problems related to noise, feel & sensation and overall it did not meet expectations.",3
52023797-f243-4270-ad40-0c6c39178b5d,B003UKM9CO,Handle & Body: The product okay product. I faced problems related to handle & body and overall it did not meet expectations.,3
9f213c28-c6fb-44d6-b533-00500a9bac0e,B003UKM9CO,Cleaning Performance & Oral Health: The product decent but flawed. I faced problems related to cleaning performance & oral health and overall it did not meet expectations.,3
f1277a04-6722-4fcd-8fb0-0f14e135c420,B003UKM9CO,Power & Motor Charging System: The product works but not impressive. I faced problems related to power & motor charging system and overall it did not meet expectations.,3
28d57ffb-4572-4f13-9d5a-7a80b6d393b6,B003UKM9CO,Packaging & Delivery: The product average performance. I faced problems related to packaging & delivery and overall it did not meet expectations.,3
c6a009a5-6364-4e48-a7c2-3d48f6e5240e,B003UKM9CO,"Noise, Feel & Sensation: The product works but not impressive. I faced problems related to noise, feel & sensation and overall it did not meet expectations.",3
4ed21d67-0387-42b0-a4d9-28eefd320497,B003UKM9CO,Support & Maintenance: The product moderate quality. I faced problems related to support & maintenance and overall it did not meet expectations.,3
5b8ffd5f-5e26-4a17-a87c-82916e6babde,B003UKM9CO,Case & Storage: The product decent but flawed. I faced problems related to case & storage and overall it did not meet expectations.,3
e2bfc492-deee-49a2-bfc0-00771dae650c,B003UKM9CO,Product Type & Brand: The product works but not impressive. I faced problems related to product type & brand and overall it did not meet expectations.,3
e703a0f6-5250-4ac1-9350-42c39171c850,B007VXJK6E,Pressure Sensor: The product works but not impressive. I faced problems related to pressure sensor and overall it did not meet expectations.,3
27a4c304-5968-4704-aaf2-a700f67c3109,B007VXJK6E,Support & Maintenance: The product works but not impressive. I faced problems related to support & maintenance and overall it did not meet expectations.,3
6833b5f8-3abc-48f3-9efd-d7f9cec5670a,B007VXJK6E,Brush Head: The product okay product. I faced problems related to brush head and overall it did not meet expectations.,3
55c58b03-4cb3-40a4-b7df-5628dccea487,B007VXJK6E,Cleaning Performance & Oral Health: The product decent but flawed. I faced problems related to cleaning performance & oral health and overall it did not meet expectations.,3
452deda2-8023-42db-b90a-f6b49ebf8235,B007VXJK6E,Case & Storage: The product works but not impressive. I faced problems related to case & storage and overall it did not meet expectations.,3
947fccf2-d23a-4bdd-8ebe-b341d7b8505a,B007VXJK6E,Smart & App Features: The product moderate quality. I faced problems related to smart & app features and overall it did not meet expectations.,3
8e4f2db7-4202-496b-837d-89416059259c,B007VXJK6E,"Noise, Feel & Sensation: The product works but not impressive. I faced problems related to noise, feel & sensation and overall it did not meet expectations.",3
292965fb-1b16-4572-8a56-43457a57f165,B007VXJK6E,Pressure Sensor: The product moderate quality. I faced problems related to pressure sensor and overall it did not meet expectations.,3
73d554da-8883-4210-8da7-828550b08364,B007VXJK6E,Accessories & Adapter: The product okay product. I faced problems related to accessories & adapter and overall it did not meet expectations.,3
dda3b44a-46bd-4fa2-ae43-18ba78ee768c,B007VXJK6E,Price & Value: The product average performance. I faced problems related to price & value and overall it did not meet expectations.,3
2a8ed244-b251-4bce-85f4-e02c59ca5e9c,B007VXJK6E,Toothbrush Holder / Dock: The product moderate quality. I faced problems related to toothbrush holder / dock and overall it did not meet expectations.,3
f3d82eec-5ad5-4d2e-ad1b-7334e1d7dabe,B007VXJK6E,Indicator Lights & Display: The product decent but flawed. I faced problems related to indicator lights & display and overall it did not meet expectations.,3
f82abe59-a39a-4204-8d9a-da647db19d3b,B007VXJK6E,Physical Design & Build: The product okay product. I faced problems related to physical design & build and overall it did not meet expectations.,3
1f1a4318-da54-4f13-83bd-01881fb7ec01,B007VXJK6E,Price & Value: The product moderate quality. I faced problems related to price & value and overall it did not meet expectations.,3
36a3feb2-63ca-4a68-aed1-bce22e3398c2,B007VXJK6E,Indicator Lights & Display: The product decent but flawed. I faced problems related to indicator lights & display and overall it did not meet expectations.,3
ec06ef27-d25d-4b6a-9751-268578d7a478,B007VXJK6E,Accessories & Adapter: The product works but not impressive. I faced problems related to accessories & adapter and overall it did not meet expectations.,3
b0112b6f-1496-46d8-96e2-1650c1027b41,B007ZN5ATQ,Support & Maintenance: The product decent but flawed. I faced problems related to support & maintenance and overall it did not meet expectations.,3
9f809d63-6015-4a27-a37a-cc2da787cbff,B007ZN5ATQ,"Noise, Feel & Sensation: The product decent but flawed. I faced problems related to noise, feel & sensation and overall it did not meet expectations.",3
d63d248a-c029-4d38-be83-bdb86331fb91,B007ZN5ATQ,Product Type & Brand: The product decent but flawed. I faced problems related to product type & brand and overall it did not meet expectations.,3
21346979-eceb-4dd2-8d46-45e26934ab51,B007ZN5ATQ,Physical Design & Build: The product average performance. I faced problems related to physical design & build and overall it did not meet expectations.,3
b64b1fac-bd9e-4baf-832c-9d890f2678a0,B007ZN5ATQ,Toothbrush Holder / Dock: The product moderate quality. I faced problems related to toothbrush holder / dock and overall it did not meet expectations.,3
72e4cdc8-f118-4745-b747-415650ba9933,B007ZN5ATQ,Support & Maintenance: The product works but not impressive. I faced problems related to support & maintenance and overall it did not meet expectations.,3
87882cff-75ee-454f-b6a1-e221db67175d,B007ZN5ATQ,Accessories & Adapter: The product decent but flawed. I faced problems related to accessories & adapter and overall it did not meet expectations.,3
918bbba9-a40c-43b1-a421-6a6962c3f278,B007ZN5ATQ,Support & Maintenance: The product average performance. I faced problems related to support & maintenance and overall it did not meet expectations.,3
c8d1c339-ac1d-4976-bcc9-317bce220fa7,B007ZN5ATQ,Toothbrush Holder / Dock: The product works but not impressive. I faced problems related to toothbrush holder / dock and overall it did not meet expectations.,3
0dcb4a3a-f28c-4ecf-9ec6-51fe6355737e,B007ZN5ATQ,Support & Maintenance: The product decent but flawed. I faced problems related to support & maintenance and overall it did not meet expectations.,3
e6ce9d6b-8698-4b48-a037-c821b89e6dc0,B007ZN5ATQ,Product Type & Brand: The product moderate quality. I faced problems related to product type & brand and overall it did not meet expectations.,3
84edddd0-af48-422e-b89a-addd89d4b487,B007ZN5ATQ,Packaging & Delivery: The product moderate quality. I faced problems related to packaging & delivery and overall it did not meet expectations.,3
16ae54f7-f4e3-4efa-bcea-e07c5412e947,B007ZN5ATQ,Accessories & Adapter: The product decent but flawed. I faced problems related to accessories & adapter and overall it did not meet expectations.,3
1e3c3460-74d8-40aa-92e0-f434933e3b38,B007ZN5ATQ,Power & Motor Charging System: The product decent but flawed. I faced problems related to power & motor charging system and overall it did not meet expectations.,3
2b9df948-ea32-42a1-80eb-b7a5f997e74f,B007ZN5ATQ,Indicator Lights & Display: The product average performance. I faced problems related to indicator lights & display and overall it did not meet expectations.,3
f700e59f-0c94-4f28-83ea-127169ce7376,B007ZN5ATQ,"Noise, Feel & Sensation: The product average performance. I faced problems related to noise, feel & sensation and overall it did not meet expectations.",3